id,cliente_id,promocao_id,shopping_id,pontos_totais,pontos_unitarios,quantidade_numeros,cliente_saldo_anterior,cliente_saldo_posterior,status,data_resgate,shopping_sigla
3708,516101,1,1,100,100,1,169,69,Resgatado,2026-03-30 14:00:28,CS
3709,137840,1,1,100,100,1,4803,4703,Resgatado,2026-03-30 14:05:14,CS
3710,137840,1,1,700,100,7,4703,4003,Resgatado,2026-03-30 14:06:09,CS
3711,84747,1,2,400,100,4,13270,12870,Resgatado,2026-03-30 14:06:29,BS
3712,60415,1,4,2200,100,22,2216,16,Resgatado,2026-03-30 14:15:54,NR
3713,264236,1,2,3400,100,34,3434,34,Resgatado,2026-03-30 14:16:00,BS
3714,60415,1,3,3000,100,30,3058,58,Resgatado,2026-03-30 14:17:26,NK
3715,115517,1,3,900,100,9,10921,10021,Resgatado,2026-03-30 14:17:53,NK
3716,79676,1,1,200,100,2,260,60,Resgatado,2026-03-30 14:21:50,CS
3717,516149,1,1,600,100,6,698,98,Resgatado,2026-03-30 14:23:17,CS
3718,516105,1,2,600,100,6,647,47,Resgatado,2026-03-30 14:24:55,BS
3719,123031,1,3,5000,100,50,10233,5233,Resgatado,2026-03-30 14:33:15,NK
3720,501497,1,1,1100,100,11,1160,60,Resgatado,2026-03-30 14:36:59,CS
3721,192937,1,5,1200,100,12,1256,56,Resgatado,2026-03-30 14:43:56,GS
3722,16312,1,5,1000,100,10,1183,183,Resgatado,2026-03-30 14:45:46,GS
3723,192910,1,3,10100,100,101,10123,23,Resgatado,2026-03-30 14:47:44,NK
3724,140710,1,1,700,100,7,799,99,Resgatado,2026-03-30 14:49:28,CS
3725,99479,1,3,3000,100,30,6843,3843,Resgatado,2026-03-30 14:49:45,NK
3726,192937,1,5,100,100,1,115,15,Resgatado,2026-03-30 14:50:36,GS
3727,153023,1,3,800,100,8,869,69,Resgatado,2026-03-30 14:51:39,NK
3728,414526,1,4,400,100,4,4450,4050,Resgatado,2026-03-30 14:52:21,NR
3729,266291,1,1,100,100,1,2165,2065,Resgatado,2026-03-30 14:54:00,CS
3730,266291,1,1,2000,100,20,2065,65,Resgatado,2026-03-30 14:56:33,CS
3731,355702,1,6,1400,100,14,2353,953,Resgatado,2026-03-30 15:04:28,NS
3732,369863,1,6,900,100,9,997,97,Resgatado,2026-03-30 15:07:45,NS
3733,204728,1,6,200,100,2,210,10,Resgatado,2026-03-30 15:12:03,NS
3734,410530,1,1,600,100,6,4680,4080,Resgatado,2026-03-30 15:12:50,CS
3735,264236,1,2,4300,100,43,4326,26,Resgatado,2026-03-30 15:13:04,BS
3736,258873,1,5,200,100,2,397,197,Resgatado,2026-03-30 15:14:26,GS
3737,127551,1,3,1800,100,18,1803,3,Resgatado,2026-03-30 15:15:54,NK
3738,119054,1,2,500,100,5,5931,5431,Resgatado,2026-03-30 15:19:02,BS
3739,155484,1,3,200,100,2,1514,1314,Resgatado,2026-03-30 15:19:17,NK
3740,398630,1,4,1600,100,16,1632,32,Resgatado,2026-03-30 15:19:42,NR
3741,119054,1,2,500,100,5,5431,4931,Resgatado,2026-03-30 15:22:58,BS
3742,118315,1,3,2500,100,25,2568,68,Resgatado,2026-03-30 15:23:15,NK
3743,515307,1,5,100,100,1,230,130,Resgatado,2026-03-30 15:26:27,GS
3744,155185,1,3,100,100,1,548,448,Resgatado,2026-03-30 15:28:25,NK
3745,119054,1,2,1000,100,10,8102,7102,Resgatado,2026-03-30 15:30:17,BS
3746,152891,1,2,100,100,1,4342,4242,Resgatado,2026-03-30 15:31:32,BS
3747,152891,1,2,100,100,1,4242,4142,Resgatado,2026-03-30 15:33:06,BS
3748,333388,1,2,1300,100,13,1351,51,Resgatado,2026-03-30 15:33:10,BS
3749,96029,1,6,600,100,6,680,80,Resgatado,2026-03-30 15:50:43,NS
3750,119799,1,5,4000,100,40,8984,4984,Resgatado,2026-03-30 15:52:41,GS
3751,119799,1,5,1000,100,10,5374,4374,Resgatado,2026-03-30 15:55:10,GS
3752,73300,1,6,1300,100,13,1374,74,Resgatado,2026-03-30 15:57:20,NS
3753,446391,1,1,1200,100,12,1280,80,Resgatado,2026-03-30 15:59:15,CS
3754,210245,1,4,100,100,1,2472,2372,Resgatado,2026-03-30 16:02:46,NR
3755,147026,1,6,100,100,1,2164,2064,Resgatado,2026-03-30 16:05:56,NS
3756,272488,1,4,700,100,7,2093,1393,Resgatado,2026-03-30 16:10:42,NR
3757,102929,1,4,100,100,1,137,37,Resgatado,2026-03-30 16:16:44,NR
3758,400218,1,3,1500,100,15,1989,489,Resgatado,2026-03-30 16:16:51,NK
3759,188250,1,1,1900,100,19,1996,96,Resgatado,2026-03-30 16:17:44,CS
3760,463558,1,2,700,100,7,988,288,Resgatado,2026-03-30 16:22:16,BS
3761,516117,1,2,2200,100,22,2209,9,Resgatado,2026-03-30 16:26:40,BS
3762,506063,1,4,400,100,4,545,145,Resgatado,2026-03-30 16:26:58,NR
3763,217753,1,5,1000,100,10,1077,77,Resgatado,2026-03-30 16:29:02,GS
3764,148422,1,3,300,100,3,316,16,Resgatado,2026-03-30 16:33:23,NK
3765,516058,1,2,800,100,8,863,63,Resgatado,2026-03-30 16:35:46,BS
3766,472749,1,1,600,100,6,675,75,Resgatado,2026-03-30 16:36:44,CS
3767,55488,1,1,900,100,9,3905,3005,Resgatado,2026-03-30 16:41:14,CS
3768,516098,1,5,100,100,1,180,80,Resgatado,2026-03-30 16:42:58,GS
3769,241572,1,2,100,100,1,7695,7595,Resgatado,2026-03-30 16:55:03,BS
3770,267777,1,3,200,100,2,280,80,Resgatado,2026-03-30 16:59:45,NK
3771,241572,1,2,300,100,3,7595,7295,Resgatado,2026-03-30 17:01:24,BS
3772,336050,1,4,4200,100,42,4654,454,Resgatado,2026-03-30 17:04:10,NR
3773,359806,1,5,800,100,8,3087,2287,Resgatado,2026-03-30 17:04:20,GS
3774,18003,1,6,200,100,2,766,566,Resgatado,2026-03-30 17:07:39,NS
3775,60545,1,2,1500,100,15,1504,4,Resgatado,2026-03-30 17:11:30,BS
3776,440861,1,2,200,100,2,255,55,Resgatado,2026-03-30 17:15:22,BS
3777,118055,1,1,100,100,1,289,189,Resgatado,2026-03-30 17:15:32,CS
3778,118055,1,1,100,100,1,189,89,Resgatado,2026-03-30 17:17:00,CS
3779,23164,1,3,500,100,5,8272,7772,Resgatado,2026-03-30 17:17:56,NK
3780,141150,1,2,2800,100,28,2899,99,Resgatado,2026-03-30 17:25:53,BS
3781,56363,1,5,2100,100,21,2181,81,Resgatado,2026-03-30 17:27:44,GS
3782,127662,1,1,1100,100,11,1284,184,Resgatado,2026-03-30 17:29:02,CS
3783,127662,1,1,300,100,3,327,27,Resgatado,2026-03-30 17:29:31,CS
3784,296748,1,1,100,100,1,4811,4711,Resgatado,2026-03-30 17:30:09,CS
3785,188525,1,3,600,100,6,2534,1934,Resgatado,2026-03-30 17:31:02,NK
3786,127662,1,1,200,100,2,200,0,Resgatado,2026-03-30 17:32:14,CS
3787,516164,1,3,100,100,1,250,150,Resgatado,2026-03-30 17:32:43,NK
3788,445865,1,4,1000,100,10,11920,10920,Resgatado,2026-03-30 17:34:51,NR
3789,315575,1,1,300,100,3,1838,1538,Resgatado,2026-03-30 17:38:29,CS
3790,315575,1,1,200,100,2,1538,1338,Resgatado,2026-03-30 17:39:08,CS
3791,247142,1,5,100,100,1,2371,2271,Resgatado,2026-03-30 17:41:01,GS
3792,247142,1,5,300,100,3,2271,1971,Resgatado,2026-03-30 17:44:08,GS
3793,121415,1,3,700,100,7,12755,12055,Resgatado,2026-03-30 17:44:36,NK
3794,516119,1,5,500,100,5,520,20,Resgatado,2026-03-30 17:46:19,GS
3795,118055,1,1,100,100,1,224,124,Resgatado,2026-03-30 17:49:52,CS
3796,349411,1,6,1500,100,15,1564,64,Resgatado,2026-03-30 17:54:48,NS
3797,116312,1,1,400,100,4,410,10,Resgatado,2026-03-30 17:55:38,CS
3798,127403,1,1,1000,100,10,3266,2266,Resgatado,2026-03-30 17:58:53,CS
3799,516167,1,5,5200,100,52,5378,178,Resgatado,2026-03-30 18:04:09,GS
3800,139954,1,4,1800,100,18,1820,20,Resgatado,2026-03-30 18:06:32,NR
3801,444736,1,2,500,100,5,550,50,Resgatado,2026-03-30 18:07:02,BS
3802,116044,1,5,400,100,4,423,23,Resgatado,2026-03-30 18:08:37,GS
3803,118055,1,1,100,100,1,124,24,Resgatado,2026-03-30 18:10:19,CS
3804,516168,1,6,1900,100,19,1997,97,Resgatado,2026-03-30 18:10:32,NS
3805,333422,1,6,200,100,2,1311,1111,Resgatado,2026-03-30 18:14:23,NS
3806,516136,1,3,100,100,1,180,80,Resgatado,2026-03-30 18:14:56,NK
3807,23659,1,3,100,100,1,9395,9295,Resgatado,2026-03-30 18:15:19,NK
3808,21877,1,3,200,100,2,9688,9488,Resgatado,2026-03-30 18:23:25,NK
3809,434553,1,2,2300,100,23,2364,64,Resgatado,2026-03-30 18:26:26,BS
3810,187915,1,4,100,100,1,1569,1469,Resgatado,2026-03-30 18:29:30,NR
3811,187915,1,4,200,100,2,1469,1269,Resgatado,2026-03-30 18:30:53,NR
3812,187915,1,4,200,100,2,1269,1069,Resgatado,2026-03-30 18:31:27,NR
3813,99044,1,1,100,100,1,4141,4041,Resgatado,2026-03-30 18:31:34,CS
3814,187915,1,4,200,100,2,1069,869,Resgatado,2026-03-30 18:31:57,NR
3815,187915,1,4,100,100,1,869,769,Resgatado,2026-03-30 18:32:16,NR
3816,378002,1,2,1000,100,10,29255,28255,Resgatado,2026-03-30 18:32:24,BS
3817,187915,1,4,100,100,1,769,669,Resgatado,2026-03-30 18:32:39,NR
3818,187915,1,4,100,100,1,669,569,Resgatado,2026-03-30 18:32:55,NR
3819,187915,1,4,200,100,2,569,369,Resgatado,2026-03-30 18:33:33,NR
3820,187915,1,4,300,100,3,369,69,Resgatado,2026-03-30 18:33:52,NR
3821,314417,1,2,100,100,1,1517,1417,Resgatado,2026-03-30 18:35:48,BS
3822,515976,1,6,200,100,2,294,94,Resgatado,2026-03-30 18:36:18,NS
3823,118090,1,2,2300,100,23,2399,99,Resgatado,2026-03-30 18:37:50,BS
3824,314417,1,2,1400,100,14,3845,2445,Resgatado,2026-03-30 18:39:36,BS
3825,209523,1,6,200,100,2,839,639,Resgatado,2026-03-30 18:41:21,NS
3826,17329,1,2,2100,100,21,2129,29,Resgatado,2026-03-30 18:49:39,BS
3827,135557,1,5,1000,100,10,2462,1462,Resgatado,2026-03-30 18:51:13,GS
3828,121552,1,3,400,100,4,442,42,Resgatado,2026-03-30 18:51:14,NK
3829,141488,1,6,900,100,9,910,10,Resgatado,2026-03-30 18:56:06,NS
3830,63681,1,1,100,100,1,3176,3076,Resgatado,2026-03-30 18:58:04,CS
3831,390929,1,5,100,100,1,199,99,Resgatado,2026-03-30 18:58:18,GS
3832,207074,1,1,400,100,4,481,81,Resgatado,2026-03-30 18:58:19,CS
3833,410932,1,4,200,100,2,10707,10507,Resgatado,2026-03-30 18:58:29,NR
3834,160982,1,2,2100,100,21,2144,44,Resgatado,2026-03-30 18:59:25,BS
3835,416792,1,4,800,100,8,1341,541,Resgatado,2026-03-30 18:59:42,NR
3836,416792,1,3,600,100,6,649,49,Resgatado,2026-03-30 19:00:20,NK
3837,157170,1,3,100,100,1,2351,2251,Resgatado,2026-03-30 19:02:23,NK
3838,375086,1,2,500,100,5,577,77,Resgatado,2026-03-30 19:02:27,BS
3839,444855,1,2,300,100,3,320,20,Resgatado,2026-03-30 19:04:20,BS
3840,336791,1,3,100,100,1,446,346,Resgatado,2026-03-30 19:07:52,NK
3841,138401,1,1,1200,100,12,1202,2,Resgatado,2026-03-30 19:08:30,CS
3842,213822,1,6,1100,100,11,1105,5,Resgatado,2026-03-30 19:09:41,NS
3843,167873,1,1,600,100,6,687,87,Resgatado,2026-03-30 19:10:57,CS
3844,307252,1,2,1000,100,10,1669,669,Resgatado,2026-03-30 19:35:54,BS
3845,109635,1,2,7000,100,70,16297,9297,Resgatado,2026-03-30 19:38:00,BS
3846,449969,1,2,1000,100,10,7353,6353,Resgatado,2026-03-30 19:52:09,BS
3847,194162,1,3,1000,100,10,2133,1133,Resgatado,2026-03-30 19:54:02,NK
3848,163141,1,1,1700,100,17,1703,3,Resgatado,2026-03-30 19:54:54,CS
3849,253357,1,2,800,100,8,898,98,Resgatado,2026-03-30 20:02:09,BS
3850,97540,1,6,100,100,1,2100,2000,Resgatado,2026-03-30 20:06:21,NS
3851,97540,1,6,1000,100,10,2640,1640,Resgatado,2026-03-30 20:11:53,NS
3852,516060,1,2,100,100,1,120,20,Resgatado,2026-03-30 20:19:54,BS
3853,451189,1,5,100,100,1,100,0,Resgatado,2026-03-30 20:20:13,GS
3854,133542,1,6,5000,100,50,5045,45,Resgatado,2026-03-30 20:23:17,NS
3855,515846,1,2,1400,100,14,1623,223,Resgatado,2026-03-30 20:31:00,BS
3856,515846,1,2,200,100,2,223,23,Resgatado,2026-03-30 20:32:47,BS
3857,516069,1,2,300,100,3,324,24,Resgatado,2026-03-30 20:42:12,BS
3858,204977,1,6,100,100,1,110,10,Resgatado,2026-03-30 20:47:51,NS
3859,121966,1,1,6100,100,61,6111,11,Resgatado,2026-03-30 21:11:33,CS
3860,407268,1,1,500,100,5,3519,3019,Resgatado,2026-03-30 21:21:10,CS
3861,222396,1,3,1400,100,14,4472,3072,Resgatado,2026-03-30 21:29:05,NK
3862,136222,1,3,1400,100,14,1496,96,Resgatado,2026-03-30 22:57:33,NK
3863,111880,1,2,4200,100,42,9387,5187,Resgatado,2026-03-30 23:45:21,BS
3864,111880,1,2,5100,100,51,5187,87,Resgatado,2026-03-30 23:46:25,BS
3865,33558,1,3,700,100,7,7744,7044,Resgatado,2026-03-31 02:17:34,NK
3866,457008,1,1,2400,100,24,2435,35,Resgatado,2026-03-31 03:35:08,CS
3867,187813,1,3,700,100,7,799,99,Resgatado,2026-03-31 03:39:44,NK
3868,33012,1,1,2800,100,28,2860,60,Resgatado,2026-03-31 03:44:34,CS
3869,516128,1,3,1200,100,12,1289,89,Resgatado,2026-03-31 03:49:16,NK
3870,485035,1,4,1000,100,10,1198,198,Resgatado,2026-03-31 04:11:47,NR
3871,217771,1,1,600,100,6,609,9,Resgatado,2026-03-31 04:16:18,CS
3872,116545,1,5,800,100,8,4749,3949,Resgatado,2026-03-31 04:27:36,GS
3873,116545,1,5,1000,100,10,3949,2949,Resgatado,2026-03-31 04:30:54,GS
3874,409310,1,6,300,100,3,350,50,Resgatado,2026-03-31 04:36:45,NS
3875,15309,1,5,600,100,6,3958,3358,Resgatado,2026-03-31 04:55:51,GS
3876,185342,1,3,600,100,6,679,79,Resgatado,2026-03-31 05:05:40,NK
3877,195586,1,6,2700,100,27,2770,70,Resgatado,2026-03-31 05:06:19,NS
3878,157642,1,3,800,100,8,6557,5757,Resgatado,2026-03-31 05:11:20,NK
3879,157642,1,3,200,100,2,5757,5557,Resgatado,2026-03-31 05:20:02,NK
3880,220558,1,3,2000,100,20,3273,1273,Resgatado,2026-03-31 05:22:11,NK
3881,132554,1,3,3000,100,30,6261,3261,Resgatado,2026-03-31 05:29:19,NK
3882,188250,1,1,100,100,1,559,459,Resgatado,2026-03-31 05:29:28,CS
3883,187276,1,3,100,100,1,158,58,Resgatado,2026-03-31 05:38:01,NK
3884,188250,1,1,1000,100,10,1058,58,Resgatado,2026-03-31 05:43:12,CS
3885,137387,1,1,100,100,1,448,348,Resgatado,2026-03-31 05:49:52,CS
3886,137387,1,1,100,100,1,348,248,Resgatado,2026-03-31 05:51:33,CS
3887,58574,1,2,400,100,4,627,227,Resgatado,2026-03-31 06:10:39,BS
3888,34728,1,1,2500,100,25,2531,31,Resgatado,2026-03-31 06:12:53,CS
3889,364716,1,5,600,100,6,2618,2018,Resgatado,2026-03-31 06:14:31,GS
3890,257423,1,1,100,100,1,1008,908,Resgatado,2026-03-31 06:45:55,CS
3891,42458,1,2,700,100,7,2704,2004,Resgatado,2026-03-31 06:46:23,BS
3892,257423,1,1,100,100,1,908,808,Resgatado,2026-03-31 06:47:26,CS
3893,411160,1,2,400,100,4,449,49,Resgatado,2026-03-31 06:48:15,BS
3894,125385,1,5,1900,100,19,1940,40,Resgatado,2026-03-31 06:49:32,GS
3895,125385,1,5,1500,100,15,1545,45,Resgatado,2026-03-31 06:51:55,GS
3896,100576,1,3,100,100,1,6112,6012,Resgatado,2026-03-31 06:52:53,NK
3897,148715,1,3,200,100,2,6972,6772,Resgatado,2026-03-31 07:02:37,NK
3898,516170,1,1,500,100,5,517,17,Resgatado,2026-03-31 07:26:31,CS
3899,213703,1,1,100,100,1,8987,8887,Resgatado,2026-03-31 07:28:22,CS
3900,126961,1,6,300,100,3,1111,811,Resgatado,2026-03-31 07:34:42,NS
3901,516122,1,2,1000,100,10,1037,37,Resgatado,2026-03-31 07:42:26,BS
3902,349364,1,3,300,100,3,366,66,Resgatado,2026-03-31 07:46:52,NK
3903,195612,1,5,400,100,4,54201,53801,Resgatado,2026-03-31 07:49:17,GS
3904,494854,1,1,800,100,8,1831,1031,Resgatado,2026-03-31 07:52:10,CS
3905,414522,1,2,300,100,3,1170,870,Resgatado,2026-03-31 08:01:18,BS
3906,49073,1,1,400,100,4,1683,1283,Resgatado,2026-03-31 08:02:21,CS
3907,414522,1,2,800,100,8,870,70,Resgatado,2026-03-31 08:02:36,BS
3908,312470,1,2,200,100,2,717,517,Resgatado,2026-03-31 08:08:30,BS
3909,143855,1,4,600,100,6,1198,598,Resgatado,2026-03-31 08:08:41,NR
3910,143855,1,3,600,100,6,1017,417,Resgatado,2026-03-31 08:09:33,NK
3911,312470,1,2,500,100,5,517,17,Resgatado,2026-03-31 08:10:29,BS
3912,122586,1,6,100,100,1,1072,972,Resgatado,2026-03-31 08:20:36,NS
3913,122586,1,6,100,100,1,972,872,Resgatado,2026-03-31 08:21:49,NS
3914,122586,1,6,1100,100,11,1101,1,Resgatado,2026-03-31 08:22:57,NS
3915,516087,1,6,100,100,1,192,92,Resgatado,2026-03-31 08:26:07,NS
3916,950,1,2,600,100,6,604,4,Resgatado,2026-03-31 08:27:36,BS
3917,516126,1,6,1000,100,10,1162,162,Resgatado,2026-03-31 08:32:22,NS
3918,125357,1,1,1000,100,10,1955,955,Resgatado,2026-03-31 08:39:49,CS
3919,490799,1,5,4000,100,40,4066,66,Resgatado,2026-03-31 08:44:34,GS
3920,141997,1,2,1400,100,14,1427,27,Resgatado,2026-03-31 08:45:43,BS
3921,192417,1,1,800,100,8,881,81,Resgatado,2026-03-31 08:46:18,CS
3922,516163,1,1,500,100,5,540,40,Resgatado,2026-03-31 08:47:52,CS
3923,57164,1,3,200,100,2,287,87,Resgatado,2026-03-31 08:50:04,NK
3924,57164,1,4,200,100,2,227,27,Resgatado,2026-03-31 08:51:24,NR
3925,225637,1,4,100,100,1,551,451,Resgatado,2026-03-31 08:51:39,NR
3926,225637,1,4,400,100,4,451,51,Resgatado,2026-03-31 08:52:26,NR
3927,247106,1,4,3000,100,30,4871,1871,Resgatado,2026-03-31 08:55:45,NR
3928,247106,1,4,1500,100,15,2468,968,Resgatado,2026-03-31 09:02:20,NR
3929,327768,1,2,1000,100,10,2784,1784,Resgatado,2026-03-31 09:03:42,BS
3930,151814,1,1,3000,100,30,8240,5240,Resgatado,2026-03-31 09:03:58,CS
3931,151814,1,1,2200,100,22,5240,3040,Resgatado,2026-03-31 09:05:04,CS
3932,270687,1,5,200,100,2,223,23,Resgatado,2026-03-31 09:07:20,GS
3933,164778,1,1,100,100,1,2376,2276,Resgatado,2026-03-31 09:09:27,CS
3934,164778,1,1,1000,100,10,2276,1276,Resgatado,2026-03-31 09:10:23,CS
3935,239545,1,5,600,100,6,5064,4464,Resgatado,2026-03-31 09:11:33,GS
3936,38924,1,3,300,100,3,2360,2060,Resgatado,2026-03-31 09:12:06,NK
3937,144927,1,1,2000,100,20,2044,44,Resgatado,2026-03-31 09:13:18,CS
3938,192417,1,1,200,100,2,234,34,Resgatado,2026-03-31 09:15:09,CS
3939,15570,1,1,2800,100,28,2835,35,Resgatado,2026-03-31 09:17:50,CS
3940,413687,1,1,300,100,3,2812,2512,Resgatado,2026-03-31 09:19:34,CS
3941,459418,1,2,5000,100,50,19096,14096,Resgatado,2026-03-31 09:19:57,BS
3942,352199,1,1,100,100,1,297,197,Resgatado,2026-03-31 09:24:22,CS
3943,253757,1,1,100,100,1,605,505,Resgatado,2026-03-31 09:31:47,CS
3944,22387,1,3,200,100,2,13816,13616,Resgatado,2026-03-31 09:39:38,NK
3945,22387,1,5,200,100,2,653,453,Resgatado,2026-03-31 09:41:19,GS
3946,103826,1,2,100,100,1,138,38,Resgatado,2026-03-31 09:44:12,BS
3947,13330,1,3,1000,100,10,9720,8720,Resgatado,2026-03-31 09:44:25,NK
3948,136906,1,1,100,100,1,3133,3033,Resgatado,2026-03-31 09:48:11,CS
3949,516162,1,6,400,100,4,480,80,Resgatado,2026-03-31 09:48:50,NS
3950,136906,1,1,2000,100,20,3033,1033,Resgatado,2026-03-31 09:48:58,CS
3951,416220,1,6,600,100,6,5610,5010,Resgatado,2026-03-31 09:49:12,NS
3952,107629,1,1,300,100,3,4322,4022,Resgatado,2026-03-31 09:50:33,CS
3953,370163,1,2,300,100,3,3557,3257,Resgatado,2026-03-31 09:58:40,BS
3954,137521,1,3,500,100,5,5775,5275,Resgatado,2026-03-31 09:58:52,NK
3955,285237,1,2,300,100,3,2723,2423,Resgatado,2026-03-31 09:59:33,BS
3956,285237,1,2,500,100,5,2423,1923,Resgatado,2026-03-31 10:00:22,BS
3957,253757,1,1,2000,100,20,2019,19,Resgatado,2026-03-31 10:18:49,CS
3958,27302,1,2,2200,100,22,7250,5050,Resgatado,2026-03-31 10:20:19,BS
3959,353654,1,5,900,100,9,1001,101,Resgatado,2026-03-31 10:20:38,GS
3960,194744,1,3,300,100,3,1135,835,Resgatado,2026-03-31 10:23:12,NK
3961,472749,1,1,6300,100,63,6375,75,Resgatado,2026-03-31 10:23:15,CS
3962,27302,1,2,5000,100,50,5050,50,Resgatado,2026-03-31 10:23:21,BS
3963,431171,1,2,700,100,7,2475,1775,Resgatado,2026-03-31 10:26:56,BS
3964,441798,1,2,1500,100,15,1510,10,Resgatado,2026-03-31 10:37:31,BS
3965,515871,1,5,1400,100,14,1440,40,Resgatado,2026-03-31 10:40:17,GS
3966,427499,1,1,500,100,5,5059,4559,Resgatado,2026-03-31 10:41:11,CS
3967,247677,1,3,100,100,1,198,98,Resgatado,2026-03-31 10:49:10,NK
3968,247677,1,4,500,100,5,513,13,Resgatado,2026-03-31 10:50:10,NR
3969,516156,1,3,100,100,1,101,1,Resgatado,2026-03-31 11:03:05,NK
3970,70074,1,4,900,100,9,973,73,Resgatado,2026-03-31 11:03:37,NR
3971,106292,1,1,100,100,1,1470,1370,Resgatado,2026-03-31 11:05:26,CS
3972,516198,1,1,200,100,2,239,39,Resgatado,2026-03-31 11:06:07,CS
3973,11021,1,6,400,100,4,2351,1951,Resgatado,2026-03-31 11:11:12,NS
3974,147874,1,2,1500,100,15,1614,114,Resgatado,2026-03-31 11:11:53,BS
3975,260475,1,3,200,100,2,217,17,Resgatado,2026-03-31 11:15:18,NK
3976,263706,1,5,1500,100,15,3111,1611,Resgatado,2026-03-31 11:23:30,GS
3977,196340,1,5,100,100,1,1299,1199,Resgatado,2026-03-31 11:32:21,GS
3978,287486,1,1,100,100,1,1820,1720,Resgatado,2026-03-31 11:33:43,CS
3979,135878,1,3,900,100,9,925,25,Resgatado,2026-03-31 11:33:56,NK
3980,287486,1,1,100,100,1,2080,1980,Resgatado,2026-03-31 11:39:08,CS
3981,402678,1,3,800,100,8,894,94,Resgatado,2026-03-31 11:39:13,NK
3982,287486,1,1,1900,100,19,1980,80,Resgatado,2026-03-31 11:40:06,CS
3983,433332,1,1,500,100,5,577,77,Resgatado,2026-03-31 11:46:33,CS
3984,22548,1,3,2600,100,26,2644,44,Resgatado,2026-03-31 11:51:11,NK
3985,258369,1,4,500,100,5,7588,7088,Resgatado,2026-03-31 11:58:49,NR
3986,258369,1,4,300,100,3,7088,6788,Resgatado,2026-03-31 11:59:45,NR
3987,493691,1,5,100,100,1,367,267,Resgatado,2026-03-31 12:05:57,GS
3988,37550,1,3,200,100,2,258,58,Resgatado,2026-03-31 12:09:13,NK
3989,161368,1,2,2000,100,20,4922,2922,Resgatado,2026-03-31 12:14:48,BS
3990,204791,1,5,5000,100,50,7042,2042,Resgatado,2026-03-31 12:24:46,GS
3991,125776,1,3,400,100,4,1118,718,Resgatado,2026-03-31 12:32:24,NK
3992,115020,1,5,1500,100,15,1500,0,Resgatado,2026-03-31 12:36:13,GS
3993,193481,1,5,100,100,1,166,66,Resgatado,2026-03-31 12:38:28,GS
3994,286164,1,1,600,100,6,619,19,Resgatado,2026-03-31 12:50:15,CS
3995,515970,1,1,600,100,6,608,8,Resgatado,2026-03-31 12:54:30,CS
3996,19880,1,4,100,100,1,980,880,Resgatado,2026-03-31 12:54:35,NR
3997,198546,1,1,1200,100,12,1258,58,Resgatado,2026-03-31 12:55:55,CS
3998,516212,1,5,200,100,2,255,55,Resgatado,2026-03-31 12:55:59,GS
3999,312470,1,2,500,100,5,525,25,Resgatado,2026-03-31 13:01:41,BS
4000,198546,1,1,1100,100,11,1198,98,Resgatado,2026-03-31 13:11:49,CS
4001,359116,1,2,1600,100,16,1692,92,Resgatado,2026-03-31 13:12:41,BS
4002,461785,1,5,500,100,5,2761,2261,Resgatado,2026-03-31 13:13:35,GS
4003,143316,1,2,1100,100,11,1193,93,Resgatado,2026-03-31 13:15:08,BS
4004,117745,1,3,300,100,3,322,22,Resgatado,2026-03-31 13:26:01,NK
4005,150396,1,3,1400,100,14,1471,71,Resgatado,2026-03-31 13:33:18,NK
4006,186705,1,3,4400,100,44,4673,273,Resgatado,2026-03-31 13:38:05,NK
4007,35086,1,3,1000,100,10,3030,2030,Resgatado,2026-03-31 13:38:08,NK
4008,186705,1,3,200,100,2,273,73,Resgatado,2026-03-31 13:40:09,NK
4009,467763,1,6,400,100,4,490,90,Resgatado,2026-03-31 13:45:19,NS
4010,117341,1,3,100,100,1,4157,4057,Resgatado,2026-03-31 13:51:28,NK
4011,316862,1,5,1000,100,10,1003,3,Resgatado,2026-03-31 13:54:40,GS
4012,22548,1,3,200,100,2,244,44,Resgatado,2026-03-31 13:55:27,NK
4013,316862,1,5,100,100,1,123,23,Resgatado,2026-03-31 13:58:34,GS
4014,172402,1,3,100,100,1,250,150,Resgatado,2026-03-31 14:01:21,NK
4015,172402,1,3,100,100,1,150,50,Resgatado,2026-03-31 14:02:06,NK
4016,404825,1,2,300,100,3,646,346,Resgatado,2026-03-31 14:12:24,BS
4017,370481,1,3,1000,100,10,1086,86,Resgatado,2026-03-31 14:14:04,NK
4018,258989,1,2,10500,100,105,10569,69,Resgatado,2026-03-31 14:14:59,BS
4019,142308,1,5,1300,100,13,1384,84,Resgatado,2026-03-31 14:17:56,GS
4020,444324,1,2,500,100,5,2564,2064,Resgatado,2026-03-31 14:24:23,BS
4021,332867,1,1,300,100,3,338,38,Resgatado,2026-03-31 14:31:05,CS
4022,149295,1,2,100,100,1,3366,3266,Resgatado,2026-03-31 14:40:04,BS
4023,155185,1,3,400,100,4,508,108,Resgatado,2026-03-31 14:41:06,NK
4024,300314,1,6,200,100,2,255,55,Resgatado,2026-03-31 14:45:30,NS
4025,290425,1,2,300,100,3,391,91,Resgatado,2026-03-31 14:56:21,BS
4026,86317,1,4,15000,100,150,15893,893,Resgatado,2026-03-31 14:58:35,NR
4027,86317,1,4,400,100,4,893,493,Resgatado,2026-03-31 15:01:07,NR
4028,516224,1,6,500,100,5,543,43,Resgatado,2026-03-31 15:14:49,NS
